,max_bid,min_ask,price_mid,price_adj_ask,price_adj_bid
0,0.00028899,0.00028933,0.00028916,0.00028893747393441267,
1,0.00028899,0.00028933,0.00028916,0.00028893747393441267,
2,0.00028899,0.00028933,0.00028916,0.0002889402898454832,
3,0.000289,0.00028933,0.000289165,0.00028895276573785104,
4,0.00028902,0.00028945,0.000289235,0.0002889604951093158,
5,0.00028902,0.00028945,0.000289235,0.00028896447641032716,
6,0.00028902,0.00028945,0.000289235,0.0002889577502449798,
7,0.00028902,0.00028945,0.000289235,0.0002889473177927166,
8,0.00028904,0.00028946,0.00028925,0.0002889859793150909,
9,0.0002891,0.00028969,0.000289395,0.00028902755212002783,
10,0.00028916,0.00028966,0.00028941000000000004,0.0002891284087946437,
11,0.00028918,0.00028965,0.000289415,0.00028914437590879316,
12,0.0002892,0.00028966,0.00028943,0.00028917450148134317,
13,0.00028922,0.00028966,0.00028944,0.0002891661913655561,
14,0.00028966,0.00028973,0.00028969499999999997,0.0002896527988195932,
15,0.00028966,0.00028973,0.00028969499999999997,0.00028965146604331964,
16,0.00028966,0.00029004,0.00028985,0.0002896096982490863,
17,0.00028967,0.00029004,0.000289855,0.00028964716211312016,
18,0.00028967,0.00029004,0.000289855,0.0002896550498908681,
19,0.00028967,0.00029005,0.00028985999999999997,0.0002896232786449394,
20,0.00028968,0.00029011,0.000289895,0.00028965418923612425,
21,0.00028972,0.00029018,0.00028995,0.00028969299808508667,
22,0.00028972,0.00029019,0.000289955,0.0002896889863078943,
23,0.00028977,0.0002902,0.000289985,0.000289747237172363,
24,0.00028977,0.0002902,0.000289985,0.00028974042327008703,
25,0.00028977,0.0002902,0.000289985,0.00028974105884663415,
26,0.00028977,0.0002902,0.000289985,0.0002897456061591409,
27,0.00028976,0.0002902,0.00028998,0.0002897278454321315,
28,0.00028976,0.0002902,0.00028998,0.00028972913050462253,
29,0.00028976,0.00029011,0.000289935,0.00028973785372361294,
30,0.00028977,0.00029011,0.00028994000000000003,0.0002897441479534916,
31,0.00028977,0.00029011,0.00028994000000000003,0.0002897519251483912,
32,0.00028976,0.00029011,0.000289935,0.00028973716510974996,
33,0.00028976,0.00029011,0.000289935,0.00028973600577748626,
34,0.00028976,0.0002901,0.00028993,0.0002897337939279643,
35,0.00028976,0.0002901,0.00028993,0.0002897321569981013,
36,0.00028976,0.0002901,0.00028993,0.00028973231055465167,
37,0.00028933,0.00029038,0.000289855,0.0002892855477952391,
38,0.00028937,0.00029038,0.000289875,0.00028930454327996794,
39,0.00028944,0.00029029,0.00028986500000000004,0.0002893779184841167,
40,0.0002895,0.00029026,0.00028987999999999996,0.0002894627355686859,
41,0.00028952,0.00029026,0.00028989,0.0002894784971172949,
42,0.00028954,0.00029026,0.0002899,0.00028949544877561326,
43,0.0002896,0.00029026,0.00028993,0.000289556151515228,
44,0.00028962,0.00029025,0.00028993499999999995,0.0002895788336315425,
45,0.00028964,0.00029019,0.000289915,0.00028960600173361854,
46,0.00028966,0.00029017,0.000289915,0.0002896304123329723,
47,0.00028966,0.00029013,0.000289895,0.00028963205008449927,
48,0.00028966,0.00029011,0.00028988500000000003,0.00028962443047286416,
49,0.00028966,0.00029011,0.00028988500000000003,0.0002896244016774834,
50,0.00028968,0.00029011,0.000289895,0.00028964679369904714,
51,0.00028969,0.00029011,0.0002899,0.00028966254004501803,
52,0.0002897,0.00029011,0.000289905,0.000289671508380083,
53,0.0002897,0.00029011,0.000289905,0.0002896669390505915,
54,0.00028972,0.00029026,0.00028998999999999995,0.0002896687619834236,
55,0.00028972,0.00029021,0.000289965,0.00028967293635841977,
56,0.00028972,0.00029017,0.000289945,0.00028967495281107116,
57,0.00028972,0.00029014,0.00028993,0.0002897025228307916,
58,0.00028972,0.00029014,0.00028993,0.0002896784987189043,
59,0.00028972,0.00029014,0.00028993,0.00028967843152929285,
60,0.00028972,0.00029014,0.00028993,0.00028967610184252134,
61,0.00028972,0.00029013,0.000289925,0.0002896732053138313,
62,0.00028972,0.00029012,0.00028992,0.0002896746687331937,
63,0.00028972,0.00029012,0.00028992,0.00028967091002277096,
64,0.00028972,0.00029012,0.00028992,0.000289675615853627,
65,0.00028972,0.00029012,0.00028992,0.00028967069194421705,
66,0.00028972,0.00029012,0.00028992,0.0002896702386837718,
67,0.00028972,0.00029012,0.00028992,0.00028967032543427253,
68,0.00028972,0.00029012,0.00028992,0.00028967731203370287,
69,0.00028973,0.00029016,0.000289945,0.0002896831370646487,
